referrer,views_total,views_unique
Google,222,46
github.com,128,32
ethyca.com,57,21
ethyca.atlassian.net,56,10
ethyca.github.io,32,5
github.atlassian.com,10,1
m.sogou.com,7,2
Bing,6,2
cve-dev.nuclei.sh,6,1
news.ycombinator.com,5,5
