time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-08 00:00:00+00:00,63,5,113,25
2022-09-09 00:00:00+00:00,99,7,146,23
2022-09-10 00:00:00+00:00,13,3,30,13
2022-09-11 00:00:00+00:00,49,4,14,7
2022-09-12 00:00:00+00:00,367,4,290,30
2022-09-13 00:00:00+00:00,134,4,114,22
2022-09-14 00:00:00+00:00,230,9,133,24
2022-09-15 00:00:00+00:00,234,6,146,32
2022-09-16 00:00:00+00:00,147,6,110,22
2022-09-17 00:00:00+00:00,1,1,22,6
2022-09-18 00:00:00+00:00,7,4,24,9
2022-09-19 00:00:00+00:00,293,9,319,21
2022-09-20 00:00:00+00:00,443,8,258,44
2022-09-21 00:00:00+00:00,421,8,170,21
