referrer,views_total,views_unique
Google,59,27
github.com,23,15
statics.teams.cdn.office.net,5,1
Bing,4,2
github.toasttab.com,4,1
claude.ai,3,3
ethyca.atlassian.net,3,2
DuckDuckGo,2,2
chatgpt.com,2,2
ethyca.com,2,2
