time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-16 00:00:00+00:00,786,11,135,17
2023-01-17 00:00:00+00:00,1013,10,825,46
2023-01-18 00:00:00+00:00,1217,16,611,49
2023-01-19 00:00:00+00:00,1026,27,864,47
2023-01-20 00:00:00+00:00,1785,12,584,39
2023-01-21 00:00:00+00:00,78,5,135,16
2023-01-22 00:00:00+00:00,4,3,33,8
2023-01-23 00:00:00+00:00,2587,11,631,37
2023-01-24 00:00:00+00:00,2013,17,631,40
2023-01-25 00:00:00+00:00,552,9,670,44
2023-01-26 00:00:00+00:00,1695,22,735,55
2023-01-27 00:00:00+00:00,1311,14,504,45
2023-01-28 00:00:00+00:00,44,7,74,11
2023-01-29 00:00:00+00:00,191,8,139,11
