url_path,views_total,views_unique
/ethyca/fides,221,92
/ethyca/fides/pulls,123,14
/ethyca/fides/pull/5658/checks,45,1
/ethyca/fides/pull/5645,37,16
/ethyca/fides/pull/5658/files,35,2
/ethyca/fides/pull/5618,29,10
/ethyca/fides/pull/5637/files,29,3
/ethyca/fides/pull/5575,28,4
/ethyca/fides/pull/5637/checks,24,1
/ethyca/fides/pull/5646,23,10
