referrer,views_total,views_unique
github.com,326,41
ethyca.com,225,117
t.co,76,42
ethyca.github.io,61,15
Google,53,25
youtube.com,23,1
ethycabranddev.wpengine.com,3,1
DuckDuckGo,2,2
caution.deere.com,1,1
Bing,1,1
