referrer,views_total,views_unique
github.com,795,40
ethyca.com,213,73
Google,118,40
ethyca.atlassian.net,86,9
ethyca.github.io,37,5
mail.google.com,26,2
Baidu,8,1
hub.docker.com,7,4
DuckDuckGo,3,2
lightrun.com,2,2
