referrer,views_total,views_unique
Google,93,20
ethyca.com,70,36
github.com,63,18
ethyca.atlassian.net,48,12
nvd.nist.gov,7,3
o1v2bqcdf9b.feishu.cn,7,1
t.co,5,3
chatgpt.com,4,2
statics.teams.cdn.office.net,2,1
gemini.google.com,2,1
