referrer,views_total,views_unique
github.com,317,39
Google,87,24
ethyca.com,72,22
ethyca.atlassian.net,19,8
mail.google.com,10,3
search.brave.com,4,4
ethyca.github.io,4,2
cybersecurity360.it,1,1
pypi.org,1,1
t.co,1,1
