referrer,views_total,views_unique
github.com,270,49
ethyca.com,175,84
Google,75,40
ethyca.github.io,27,13
ethyca.atlassian.net,8,2
linkedin.com,7,4
t.co,3,2
mail.google.com,1,1
com.linkedin.android,1,1
DuckDuckGo,1,1
