referrer,views_total,views_unique
github.com,1365,44
ethyca.com,205,79
Google,159,47
ethyca.atlassian.net,69,7
mail.google.com,33,3
statics.teams.cdn.office.net,6,4
ethyca.github.io,6,3
hub.docker.com,4,3
search.brave.com,4,1
DuckDuckGo,3,2
